what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1469792440458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469792441568
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469792442820
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469792454278
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469792458959
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469792463177
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1469792472594
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469792474846
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469792479382
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469792482780
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469792486456
