what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1469781580694
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1469781581166
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1469781581289
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1469781581933
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469781582013
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469781583849
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1469781584098
started,bundle,org.python.pydev.shared_ui,2.8.2.2013090511,"org.python.pydev.shared_ui",1469781584295
started,bundle,org.python.pydev.shared_core,2.8.2.2013090511,"org.python.pydev.shared_core",1469781584305
started,bundle,org.python.pydev.debug,2.8.2.2013090511,"org.python.pydev.debug",1469781584325
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469781585050
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1469781588055
started,bundle,org.python.pydev.core,2.8.2.2013090511,"org.python.pydev.core",1469781588370
started,bundle,com.python.pydev.analysis,2.8.2.2013090511,"com.python.pydev.analysis",1469781588532
started,bundle,org.python.pydev,2.8.2.2013090511,"org.python.pydev",1469781588532
started,bundle,org.python.pydev.shared_interactive_console,2.8.2.2013090511,"org.python.pydev.shared_interactive_console",1469781588672
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469781592766
activated,view,com.zink.fly.buzz,1.2.1.201104282140,"com.zink.fly.buzz.views.FlyBuzzView",1469781597192
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469781597242
closed,view,com.zink.fly.buzz,1.2.1.201104282140,"com.zink.fly.buzz.views.FlyBuzzView",1469781597252
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1469781598260
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1469781619002
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469781619102
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469781619184
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469781626478
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469784751630
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1469784759072
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469784760969
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469784761083
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469784769111
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1469784769137
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469784771859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469784777849
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1469784777859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469784785218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469784966677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785131803
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785132770
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785146767
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785147502
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785148112
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785150088
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785150983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785151474
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785152243
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785153643
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785153794
no handler,command,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core.commands.switch",1469785173643
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469785178281
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469785178371
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1469785178428
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1469785185776
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469785197348
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785215584
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785225701
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469785310830
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469785316287
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469785319790
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1469785319805
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469785322721
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469785324813
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1469785324845
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1469785336027
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785367501
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785425668
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785427510
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785444301
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785444671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785445445
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469785454166
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1469785557251
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469785562066
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785562628
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785608726
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1469785622065
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469785625267
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469785692663
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469785710341
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469785718965
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469785723136
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1469785724058
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469785744394
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469785749676
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1469785750581
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785778001
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785796867
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785809674
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785920725
executed,command,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors.lineNumberToggle",1469785927002
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785928956
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1469785928976
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469785929316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785932031
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1469785938709
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469785939851
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469785940193
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469785940804
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785941244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785942547
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469785943788
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1469785944178
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785980314
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1469785980334
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785982848
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.callhierarchy.view",1469785990099
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.callhierarchy.view",1469785990139
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.call.hierarchy",1469785990179
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469785996802
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469785998298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1469785998308
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469786003105
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469786005298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469786008294
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469786084699
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1469786086752
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469786087024
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469786252187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469786286449
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469786299355
started,bundle,org.python.pydev.parser,2.8.2.2013090511,"org.python.pydev.parser",1469786299355
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1469786299977
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1469786299987
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1469786299997
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1469786300027
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1469786300047
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1469786300077
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1469786300077
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1469786300077
